months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_model,auto_year,fraud_reported,auto_make_1,auto_make_2,auto_make_3,auto_make_4,auto_make_5,auto_make_6,auto_make_7,auto_make_8,auto_make_9,auto_make_10,auto_make_11,auto_make_12,auto_make_13,incident_city_1,incident_city_2,incident_city_3,incident_city_4,incident_city_5,incident_city_6,auto_make,incident_city,fraud_rate
216,36,454086,1992-11-10,1,500/1000,1000,1152.4,0,615921,0,0,8,15,4,39600,-82400,2015-01-25,1,1,1,3,5,76,0,1,1,2,3,0,6160,560,1680,3920,12,2014,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,8,6,0.20224719101123595
278,48,139484,1999-07-24,1,500/1000,2000,1142.62,7000000,475588,0,4,4,7,1,0,-54000,2015-01-16,2,0,2,0,4,728,12,1,0,2,0,0,76050,11700,11700,52650,32,1997,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3,4,0.0
295,48,678849,1992-02-22,2,500/1000,1000,1332.07,0,609409,0,4,3,14,4,49700,-59100,2015-01-28,0,2,2,0,1,88,20,2,0,2,1,1,86060,13240,13240,59580,28,2002,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,13,2,0.20224719101123595
112,30,346940,2002-09-13,2,500/1000,1000,1166.54,0,479852,0,5,9,17,1,47700,-59300,2015-01-21,2,0,0,1,4,931,3,1,1,2,0,0,107900,10790,21580,75530,27,1997,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,1,0.20224719101123595
122,34,985436,2003-08-09,0,250/500,500,1495.06,0,452249,0,5,9,14,4,38100,-31400,2015-01-07,0,1,2,1,3,183,18,3,0,2,0,1,99990,18180,18180,63630,12,2011,0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,8,1,0.24489795918367346
108,29,237418,2007-12-04,1,500/1000,1000,1337.92,0,441536,0,6,1,3,1,71400,0,2015-02-23,0,2,1,0,6,750,4,3,0,2,2,1,61380,11160,5580,44640,21,2012,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,11,1,0.20224719101123595
14,28,335780,2002-07-22,2,250/500,2000,1587.96,0,601617,0,0,2,2,4,0,-26900,2015-02-14,2,1,0,1,6,894,18,1,0,2,1,1,71280,12960,12960,45360,5,2012,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,5,0.25609756097560976
298,45,491392,1992-07-03,0,500/1000,1000,1362.29,0,442598,1,2,4,19,4,0,-51100,2015-02-27,0,0,1,0,1,433,18,3,0,0,0,0,64000,12800,6400,44800,3,1999,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,10,3,0.20224719101123595
276,46,140880,2005-03-29,0,250/500,500,1448.84,0,430987,0,5,6,3,0,0,-50000,2015-02-21,1,1,3,3,4,767,7,1,0,0,1,0,5940,660,660,4620,18,2015,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,12,2,0.24489795918367346
47,37,962591,2008-03-16,1,250/500,2000,1241.97,0,430104,1,2,7,12,1,75400,0,2015-01-05,1,1,1,3,1,859,18,1,0,1,0,0,6700,670,670,5360,36,2011,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,7,2,0.25609756097560976
222,42,922565,1999-05-23,0,250/500,500,1124.6,0,612904,1,0,1,10,1,0,0,2015-01-30,0,1,1,3,1,447,23,3,1,0,0,0,51740,11940,7960,31840,36,2006,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,7,1,0.24489795918367346
119,28,288580,2012-11-22,2,250/500,2000,1079.92,0,430886,1,2,6,10,0,88800,0,2015-02-26,2,1,2,0,3,730,1,1,0,0,1,1,53600,6700,6700,40200,20,2007,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,13,5,0.25609756097560976
73,29,154280,1993-01-29,0,250/500,1000,1447.78,0,467947,1,1,10,2,5,35100,-59900,2015-01-10,0,1,2,2,4,854,15,3,1,1,0,0,44910,4990,4990,34930,27,2001,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,1,0.26881720430107525
8,31,425973,2003-02-11,1,250/500,500,1229.16,4000000,604804,0,4,13,11,5,0,-88300,2015-02-23,0,0,0,1,3,915,2,3,0,0,2,1,48100,11100,7400,29600,20,2014,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,13,2,0.0
294,44,477177,1990-08-15,0,100/300,1000,1226.49,0,460308,0,6,4,11,4,53900,0,2015-02-05,3,1,3,3,6,548,3,1,0,0,1,0,6100,610,1220,4270,16,2002,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,5,5,0.18446601941747573
324,46,648509,2010-03-06,1,100/300,2000,897.89,6000000,618862,1,4,12,2,5,0,-41300,2015-01-21,2,1,1,2,3,389,13,1,0,1,0,1,79600,15920,15920,47760,36,2011,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,7,2,0.25
155,34,914815,1990-09-27,1,100/300,500,1706.79,0,462479,1,5,10,7,2,0,0,2015-01-07,2,0,1,0,2,966,1,1,0,1,1,1,77040,8560,8560,59920,10,1998,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,6,2,0.21978021978021978
261,45,249048,2005-06-17,0,250/500,1000,1254.18,0,457555,0,6,9,11,2,0,-45100,2015-01-11,2,1,1,1,4,558,16,1,1,0,1,0,62590,11380,11380,39830,20,2003,0,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,13,1,0.26881720430107525
245,40,144323,2001-09-14,1,500/1000,500,885.08,0,459984,0,5,1,16,2,27000,-58900,2015-02-06,2,0,2,2,6,347,0,1,1,0,1,0,85150,13100,13100,58950,25,1998,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,3,0.25
235,39,651861,2011-01-07,0,100/300,500,1046.58,4000000,434982,1,4,12,8,5,0,-31700,2015-01-24,3,1,3,3,1,576,1,1,0,2,1,0,4950,450,900,3600,32,2010,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3,2,0.42857142857142855
53,36,125324,2003-09-13,2,500/1000,2000,1712.68,0,614233,1,0,5,1,1,72200,0,2015-02-18,0,2,0,1,5,343,17,3,0,2,0,1,51100,10220,5110,35770,4,2006,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,5,0.16666666666666666
426,54,398102,1997-10-24,0,500/1000,2000,1097.71,0,605258,0,5,0,15,1,29600,-22300,2015-01-12,2,2,1,3,4,890,13,1,1,2,3,0,100800,16800,16800,67200,27,1997,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4,6,0.16666666666666666
111,27,514065,2009-01-04,1,250/500,500,1363.77,4000000,604377,0,5,12,8,0,51100,0,2015-01-17,2,2,2,3,5,976,12,1,1,2,3,0,90970,16540,16540,57890,31,2009,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,6,0.0
86,26,391652,1998-10-12,2,100/300,500,1382.88,7000000,434923,1,3,12,6,2,0,-30300,2015-01-12,2,1,1,3,4,142,11,1,0,1,1,1,81840,14880,7440,59520,25,2011,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,3,0.3333333333333333
296,46,922167,1993-02-23,2,100/300,1000,1141.35,7000000,476456,1,5,2,17,1,0,0,2015-01-06,2,0,0,0,1,289,18,1,0,0,2,0,54900,5490,5490,43920,7,2013,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,8,3,0.75
125,35,442795,1996-07-07,2,500/1000,500,1054.83,7000000,446788,1,3,12,6,0,0,-51300,2015-02-25,2,0,2,1,1,842,17,1,1,2,3,0,88660,8060,16120,64480,7,2007,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,8,3,0.75
177,34,226330,2013-01-23,0,100/300,2000,1057.77,0,477382,0,3,12,3,4,0,-57700,2015-02-16,0,0,2,0,0,114,22,3,0,1,1,0,18000,2250,2250,13500,4,2009,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,5,0.3111111111111111
238,39,134430,2006-12-06,1,250/500,2000,1488.02,0,600275,0,3,10,8,2,0,-39200,2015-02-25,3,1,1,3,1,490,9,1,1,1,3,1,5500,1100,550,3850,34,2010,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3,4,0.25609756097560976
81,25,524230,2014-02-23,1,100/300,500,920.3,5000000,461958,0,2,12,10,3,51000,-67900,2015-02-21,0,1,0,2,6,971,11,3,0,1,0,0,73920,13440,6720,53760,10,2003,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,6,2,0.5
128,28,438817,2007-11-16,2,500/1000,1000,986.53,0,472720,0,2,0,14,2,62700,0,2015-02-16,2,1,2,0,5,773,11,1,0,0,2,1,101860,18520,18520,64820,8,2007,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,6,1,0.20224719101123595
449,57,293794,1999-04-17,2,250/500,2000,1440.68,0,442395,1,0,12,12,3,25000,0,2015-02-09,1,1,1,3,4,96,8,1,1,0,1,1,5390,980,980,3430,28,2008,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,13,5,0.25609756097560976
252,39,868283,2006-02-06,1,250/500,1000,1086.21,0,455340,1,3,4,10,4,68500,-57500,2015-02-13,2,2,1,3,4,161,18,1,0,1,2,0,50490,5610,5610,39270,26,2001,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,9,6,0.26881720430107525
359,47,828890,1993-10-20,2,100/300,2000,1367.68,0,613247,0,4,5,1,4,0,0,2015-01-11,2,0,2,3,4,668,13,1,0,0,3,0,55500,5550,11100,38850,7,2012,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,8,1,0.3111111111111111
19,32,882920,2006-01-01,2,500/1000,1000,1215.85,0,454985,1,2,7,10,0,42900,-90200,2015-01-02,3,1,1,3,5,573,8,1,1,1,1,1,7040,1280,640,5120,26,2015,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,9,2,0.20224719101123595
73,26,918777,2003-04-04,0,250/500,2000,1191.19,4000000,468813,1,4,4,1,1,29300,0,2015-02-12,0,1,2,2,5,287,9,3,0,0,1,1,40160,5020,0,35140,34,2003,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3,4,0.25
285,44,212580,2014-07-05,0,500/1000,1000,1594.45,0,452747,1,2,5,3,0,0,0,2015-02-05,0,2,2,1,0,533,17,2,1,2,3,0,55680,6960,6960,41760,3,2006,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,10,1,0.20224719101123595
196,36,602410,1996-01-16,1,250/500,2000,1463.07,0,615611,1,4,1,16,3,0,0,2015-01-24,3,1,3,3,6,438,3,1,0,1,1,0,5300,530,530,4240,17,2001,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,7,6,0.25609756097560976
223,43,976971,2002-04-19,2,250/500,500,1734.09,0,451400,0,4,0,4,1,0,0,2015-01-12,1,1,3,3,6,441,6,1,1,0,3,0,5200,650,650,3900,23,2006,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,0.24489795918367346
328,48,630226,2005-12-10,0,250/500,500,1411.43,0,464874,1,5,1,3,3,45100,-32800,2015-01-16,2,0,0,0,1,955,17,1,1,2,1,0,59400,5940,11880,41580,10,2014,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,6,5,0.24489795918367346
285,43,171254,1994-11-07,2,100/300,2000,1512.58,0,452496,0,1,11,13,2,47600,0,2015-01-13,3,1,1,3,4,857,7,1,0,1,1,0,2520,280,280,1960,0,1997,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,1,0.3111111111111111
30,31,247116,2012-06-02,0,250/500,2000,1153.35,0,430714,1,6,2,9,1,0,0,2015-02-02,3,1,3,3,1,282,9,1,0,2,1,1,5760,960,960,3840,19,2011,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,11,2,0.25609756097560976
342,49,505969,1998-04-07,2,250/500,500,1722.95,0,472634,1,6,13,0,1,63100,-13800,2015-02-28,2,1,1,1,6,571,3,1,0,2,0,1,76700,7670,7670,61360,21,2006,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,11,2,0.24489795918367346
219,39,653864,2007-04-25,1,250/500,2000,1281.07,7000000,608371,0,2,10,2,4,0,0,2015-01-18,1,1,3,3,1,349,6,1,0,0,2,0,5920,740,740,4440,25,2015,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3,6,0.0
468,62,586367,2000-06-30,0,100/300,500,1011.92,0,468168,1,6,6,13,5,0,0,2015-02-15,0,1,0,1,4,270,7,3,1,0,3,0,64350,7150,7150,50050,34,2009,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3,5,0.21978021978021978
241,39,896890,1996-06-04,0,250/500,2000,1042.26,0,464107,1,3,11,11,0,0,0,2015-01-31,0,1,2,0,6,555,21,3,0,1,2,0,19080,4240,2120,12720,2,1995,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,10,3,0.25609756097560976
223,43,650026,2009-05-09,2,500/1000,500,1235.1,0,466959,0,5,12,8,1,66400,-34400,2015-02-10,2,1,1,3,4,913,14,1,0,2,1,0,54400,5440,5440,43520,22,2011,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2,6,0.25
128,32,547744,2001-07-08,2,100/300,2000,768.91,0,443522,0,1,11,5,2,0,-39300,2015-02-26,2,1,2,1,4,300,0,1,0,1,0,0,59800,5980,5980,47840,14,1999,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5,1,0.3111111111111111
124,29,598124,1993-09-20,2,500/1000,500,1301.72,0,441726,1,5,5,9,0,0,0,2015-02-25,0,2,0,3,5,748,14,3,0,0,3,1,72000,7200,7200,57600,4,2005,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,6,0.25
343,48,436126,2009-11-03,1,250/500,500,1451.54,3000000,473412,1,3,0,10,0,0,0,2015-01-08,0,2,2,3,4,237,13,4,0,2,3,0,65070,7230,14460,43380,7,2003,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,8,5,0.0
404,53,739447,2014-12-10,1,250/500,500,767.14,0,466201,1,0,11,15,1,25500,-36700,2015-01-14,1,1,3,3,6,256,8,1,0,0,1,0,8800,1760,880,6160,21,2002,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,11,1,0.24489795918367346
63,24,427484,1994-01-08,2,250/500,2000,1620.89,0,469621,0,2,5,12,2,0,0,2015-02-03,3,1,1,3,0,847,7,1,0,2,0,0,6120,1020,1020,4080,11,2015,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,12,2,0.25609756097560976
210,37,218684,2006-08-05,1,500/1000,2000,1048.46,0,466676,1,2,8,16,1,59900,0,2015-01-05,3,1,3,3,2,323,9,1,0,1,2,0,7080,1180,590,5310,30,1999,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,4,1,0.16666666666666666
335,50,565564,2007-02-07,2,100/300,1000,1538.26,6000000,615346,1,2,11,19,2,62200,-31400,2015-01-24,0,2,1,0,1,980,12,3,1,2,3,1,34320,8580,4290,21450,28,2009,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,13,5,0.18181818181818182
11,40,743163,2001-04-09,2,500/1000,2000,1217.69,0,440106,0,4,9,15,5,24000,0,2015-01-26,0,2,0,2,4,912,6,3,0,1,0,0,53460,9720,9720,34020,27,2004,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4,6,0.16666666666666666
142,33,604614,1995-02-17,1,100/300,2000,1362.64,5000000,450332,0,3,3,6,5,0,0,2015-01-21,2,2,2,2,0,260,11,1,1,1,3,0,81360,6780,13560,61020,21,2009,1,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,11,1,0.14285714285714285
272,43,509928,1995-07-25,2,100/300,1000,1279.13,0,615226,1,6,2,3,2,0,0,2015-02-06,0,2,1,0,0,240,5,3,0,1,2,1,81070,7370,14740,58960,4,2006,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,6,0.18446601941747573
69,26,593390,2006-03-24,0,100/300,2000,924.72,0,437688,0,2,6,0,4,0,0,2015-01-07,2,0,1,1,1,566,14,1,0,2,2,0,63120,5260,10520,47340,5,2008,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,1,0.3111111111111111
38,28,970607,1995-03-28,2,250/500,1000,1019.44,0,437387,1,5,13,19,1,0,-39700,2015-02-10,3,1,3,3,0,974,17,1,0,2,1,0,7200,1440,720,5040,37,2004,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2,6,0.26881720430107525
328,46,174701,1996-06-19,0,500/1000,500,1314.6,0,458139,0,4,9,8,1,24800,0,2015-02-23,2,1,2,2,6,863,0,1,0,2,3,0,70290,12780,6390,51120,1,1998,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,10,2,0.25
281,43,529398,1993-06-16,2,100/300,1000,1515.18,6000000,443191,1,1,8,4,2,0,0,2015-01-09,0,2,1,1,4,983,21,3,0,1,0,0,60190,9260,9260,41670,38,1999,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,4,0.18181818181818182
246,44,940942,2001-07-11,2,250/500,2000,1649.18,0,613647,1,1,4,0,2,0,-58600,2015-02-22,2,0,0,2,1,497,18,1,1,1,2,1,61380,11160,5580,44640,10,2009,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,6,2,0.25609756097560976
298,49,442677,2008-11-22,2,250/500,500,1451.01,0,460820,0,1,7,8,3,47800,0,2015-02-21,2,0,1,0,1,115,17,1,0,2,2,0,28100,2810,5620,19670,17,2012,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,7,6,0.24489795918367346
330,50,365364,2002-12-28,0,500/1000,1000,978.46,0,431121,0,2,11,19,0,0,0,2015-02-04,2,2,2,1,1,631,19,1,1,0,0,0,49060,8920,8920,31220,32,1995,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3,2,0.20224719101123595
362,50,114839,2006-01-01,0,250/500,500,1198.34,4000000,619735,1,0,11,2,5,53000,-72500,2015-01-07,0,2,2,1,1,851,17,3,0,1,1,0,57060,6340,6340,44380,12,1995,0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,8,1,0.0
241,38,872734,1990-05-19,1,100/300,2000,1003.23,0,470485,0,0,12,11,1,0,0,2015-01-17,0,2,0,1,5,440,23,3,0,0,3,1,77880,12980,12980,51920,23,2008,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,0.3111111111111111
245,41,267885,2013-08-26,1,500/1000,2000,1212.0,0,620473,1,5,3,1,4,24400,-60500,2015-01-28,2,0,2,0,1,754,4,1,1,0,1,1,73500,7350,14700,51450,36,1999,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,7,6,0.16666666666666666
371,52,740505,1997-10-12,0,250/500,1000,1242.96,7000000,449800,0,2,7,13,3,0,-37100,2015-02-22,0,1,1,2,1,537,2,2,1,2,0,0,88920,6840,13680,68400,31,2010,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,5,0.0
343,52,629663,2002-01-21,0,500/1000,1000,1053.02,0,602402,0,0,9,3,1,0,0,2015-02-16,2,0,0,2,1,708,2,1,0,0,2,0,47630,12990,4330,30310,11,2005,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,12,1,0.20224719101123595
377,53,839884,1996-09-02,0,100/300,500,1693.63,0,452456,0,4,2,11,4,0,-64000,2015-02-17,0,0,2,1,6,513,10,3,1,1,3,0,59040,6560,6560,45920,2,2015,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,10,2,0.21978021978021978
154,37,241562,2010-01-28,0,250/500,1000,2047.59,0,439269,0,4,4,7,2,0,-67800,2015-01-09,2,1,1,2,4,957,2,1,0,0,3,0,79530,14460,7230,57840,23,2000,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,1,0.26881720430107525
166,34,405533,2014-10-03,2,100/300,1000,1083.72,0,617774,0,2,6,0,5,65600,-68200,2015-02-09,2,2,2,2,1,278,18,1,0,0,2,1,53680,4880,4880,43920,8,2005,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,6,1,0.18446601941747573
298,46,667021,2007-05-02,2,500/1000,1000,1138.42,6000000,477678,1,3,9,7,3,36900,-55000,2015-02-16,2,2,1,3,4,477,18,1,0,2,3,1,33550,3050,6100,24400,28,2005,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,13,1,0.0
235,42,511621,1990-09-22,1,250/500,500,1072.62,0,444913,0,5,6,8,0,39900,-60200,2015-02-18,0,2,2,2,6,288,7,4,0,2,1,1,69100,6910,6910,55280,18,2006,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,12,6,0.24489795918367346
172,35,476923,2004-09-19,0,100/300,2000,1219.04,0,456602,1,4,5,13,3,63600,-68700,2015-01-11,0,1,0,3,2,709,19,3,0,2,0,0,79750,14500,14500,50750,29,1999,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,9,2,0.3111111111111111
27,28,735822,1995-08-28,1,100/300,2000,1371.78,0,451560,1,3,4,14,2,0,-32500,2015-02-04,0,0,0,2,3,167,10,3,0,0,2,1,53600,5360,10720,37520,5,2015,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,5,0.3111111111111111
428,54,492745,2004-02-04,1,100/300,2000,1506.21,0,453407,1,5,13,11,4,0,-24400,2015-01-22,0,2,1,1,1,413,16,3,0,1,0,0,76560,12760,6380,57420,35,2009,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,9,5,0.3111111111111111
99,32,130930,2014-07-23,1,100/300,1000,1058.21,3000000,618655,1,3,2,9,4,0,0,2015-01-10,2,0,2,1,1,153,17,1,1,1,1,0,41130,4570,4570,31990,30,1999,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,1,0.0
107,26,261119,1997-03-21,0,500/1000,2000,932.14,0,612550,1,4,11,6,3,40600,0,2015-01-10,0,1,2,1,4,23,2,3,0,2,3,0,78650,14300,7150,57200,4,1996,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,1,0.16666666666666666
272,41,280709,1991-05-06,2,500/1000,2000,1608.34,0,466718,0,0,4,15,3,33300,-10600,2015-02-16,2,2,0,2,1,820,19,1,0,1,1,0,71060,6460,12920,51680,1,2010,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,10,6,0.16666666666666666
151,37,898573,1992-08-07,1,500/1000,1000,1728.56,0,617947,0,5,4,7,3,54000,0,2015-02-08,2,0,1,1,6,601,0,1,1,1,1,0,38830,3530,3530,31770,21,1999,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,11,4,0.20224719101123595
249,43,547802,2013-09-03,0,250/500,1000,1518.46,0,606238,0,4,1,6,3,0,0,2015-01-26,2,0,0,1,4,130,16,1,0,0,0,1,53500,5350,5350,42800,1,2015,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,10,5,0.26881720430107525
177,38,600845,2012-01-05,0,100/300,2000,1540.19,0,463842,0,1,0,16,2,0,-74500,2015-02-01,2,0,0,2,5,500,20,1,1,2,0,0,73700,7370,7370,58960,32,2001,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,3,1,0.3111111111111111
190,40,390381,2007-01-27,2,500/1000,2000,965.21,0,610354,0,3,3,4,2,36900,-53700,2015-02-02,1,1,3,3,4,826,10,1,0,2,1,1,6300,630,630,5040,35,2001,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,9,2,0.16666666666666666
174,36,629918,2005-10-14,0,100/300,2000,1278.75,0,461328,0,1,12,13,3,53200,-53800,2015-02-06,0,1,2,0,1,125,21,3,0,2,2,0,65400,10900,10900,43600,30,2012,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4,5,0.3111111111111111
95,28,208298,1990-11-03,2,250/500,1000,773.99,0,458727,1,0,1,2,2,0,-70300,2015-01-01,3,1,3,3,3,592,3,1,1,1,2,0,3200,640,320,2240,12,2014,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,8,6,0.26881720430107525
371,51,513099,2005-10-15,1,500/1000,1000,1532.47,0,452587,0,0,12,9,2,60300,-24700,2015-01-19,2,1,0,1,1,977,7,1,1,0,3,1,75400,7540,15080,52780,30,2012,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,1,0.20224719101123595
2,28,184938,1999-05-22,0,250/500,1000,1340.56,0,433184,0,3,6,9,1,0,0,2015-01-17,2,2,1,1,1,898,19,1,1,0,2,1,58140,6460,6460,45220,1,2008,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,10,3,0.26881720430107525
269,44,187775,2002-12-21,2,100/300,500,1297.75,4000000,451280,0,3,7,5,3,0,-41400,2015-02-01,0,1,2,0,4,92,15,3,0,0,1,0,98670,15180,15180,68310,34,2010,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,3,1,0.42857142857142855
101,27,326322,2007-02-10,0,250/500,1000,433.33,0,603269,1,5,6,9,2,25900,0,2015-01-02,1,1,1,3,4,563,7,1,0,0,3,0,5900,1180,590,4130,12,2009,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,8,2,0.26881720430107525
94,30,146138,2002-03-01,1,250/500,2000,1025.54,0,442632,0,2,1,13,2,0,-52600,2015-02-20,2,1,0,1,0,95,19,1,0,1,3,1,64100,6410,6410,51280,25,2001,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,1,0.25609756097560976
117,28,336047,2003-04-21,2,250/500,500,1264.77,0,447300,0,0,13,19,4,47500,-32500,2015-02-05,0,1,2,1,4,345,13,2,1,0,1,0,55440,5040,10080,40320,15,2009,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,11,6,0.24489795918367346
